,Name,Age,Club,Overall,Potential,Height,Nationality
1690,P. Ntep,25,VfL Wolfsburg,75,76,1.8034,Cameroon
1691,L. Vangioni,31,Monterrey,75,75,1.778,Argentina
1692,S. Okazaki,32,Leicester City,75,75,1.7272,Japan
1693,Diego Castro,35,Perth Glory,75,75,1.7526,Spain
1694,C. Jallet,34,OGC Nice,75,75,1.778,France
1695,O. Pineda,22,Guadalajara,75,83,1.7018,Mexico
1696,A. Mounier,30,Panathinaikos FC,75,75,1.7526,France
1697,Sandro,29,Genoa,75,75,1.8796,Brazil
1698,N. Redmond,24,Southampton,75,79,1.7272,England
1699,Gálvez,29,Rayo Vallecano,75,76,1.8796,Spain
1700,A. Song,30,FC Sion,75,75,1.8542,Cameroon
1701,E. Badu,27,Udinese,75,75,1.7272,Ghana
1702,M. Agu,25,Vitória de Setúbal,75,80,1.8288,Nigeria
1703,Jason,23,Levante UD,75,81,1.778,Spain
1704,S. Cristóforo,24,Getafe CF,75,79,1.7526,Uruguay
1705,L. Butelle,35,Angers SCO,75,75,1.8796,France
1706,Allan Bardinho,26,Botafogo,75,75,1.7526,Brazil
1707,P. Dummett,26,Newcastle United,75,76,1.8288,Wales
1708,H. Villalba,23,Atlanta United,75,79,1.7272,Paraguay
1709,K. Amian,20,Toulouse Football Club,75,83,1.8034,France
1710,José Mirazar,34,Grêmio,75,75,1.8034,Brazil
1711,A. Hernández,27,PFC CSKA Moscow,75,75,1.8542,Uruguay
1712,Ailton Guevara,26,América FC (Minas Gerais),75,75,1.778,Brazil
1713,O. Akhmedov,30,Shanghai SIPG FC,75,75,1.8034,Uzbekistan
1714,Naldo,29,RCD Espanyol,75,75,1.8796,Brazil
1715,Y. Ayoub,24,Feyenoord,75,79,1.7526,Morocco
1716,A. Ring,27,New York City FC,75,78,1.778,Finland
1717,B. Ndiaye,27,Galatasaray SK,75,75,1.8034,Senegal
1718,Kaku,23,New York Red Bulls,75,83,1.7018,Paraguay
1719,Adilson Edrada,26,Santos,75,75,1.7526,Brazil
1720,A. Ibargüen,26,Club América,75,76,1.6764,Colombia
1721,Iraizoz,37,Girona FC,75,75,1.905,Spain
1722,N. Nikolić,30,Chicago Fire,75,75,1.8034,Hungary
1723,J. Kurtić,29,SPAL,75,75,1.8542,Slovenia
1724,K. Wimmer,25,Hannover 96,75,80,1.8796,Austria
1725,A. Mejía,29,Club León,75,75,1.778,Colombia
1726,A. Barreca,23,AS Monaco,75,80,1.8034,Italy
1727,Gil Dias,21,Nottingham Forest,75,82,1.8288,Portugal
1728,J. Locadia,24,Brighton & Hove Albion,75,79,1.8542,Netherlands
1729,S. Kryvtsov,27,Shakhtar Donetsk,75,78,1.8542,Ukraine
1730,O. Peralta,34,Club América,75,75,1.778,Mexico
1731,C. Budescu,29,Al Shabab,75,75,1.8288,Romania
1732,A. Raggi,34,AS Monaco,75,75,1.8796,Italy
1733,R. Donk,32,Galatasaray SK,75,75,1.9304,Netherlands
1734,Edgar Méndez,27,Cruz Azul,75,75,1.8796,Spain
1735,L. De Silvestri,30,Torino,75,75,1.8542,Italy
1736,M. Saracchi,20,RB Leipzig,75,85,1.7272,Uruguay
1737,D. Congré,33,Montpellier HSC,75,75,1.8542,France
1738,M. Fritzler,31,Club Atlético Colón,75,75,1.778,Argentina
1739,T. Kolodziejczak,26,AS Saint-Étienne,75,76,1.8542,France
1740,Caio Nunson,30,Vitória,75,75,1.8542,Brazil
1741,Felipe Vizeu,21,Udinese,75,87,1.8288,Brazil
1742,J. Damm,25,Tigres U.A.N.L.,75,76,1.8542,Mexico
1743,Guilherme,27,Olympiacos CFP,75,77,1.778,Brazil
1744,G. Nkoudou,23,Tottenham Hotspur,75,80,1.7526,France
1745,Joel Robles,28,Real Betis,75,76,1.9558,Spain
1746,B. Zungu,25,Amiens SC,75,78,1.8288,South Africa
1747,Otávio Cairinho,26,Internacional,75,75,1.778,Brazil
1748,P. Gouano,24,Amiens SC,75,81,1.8542,France
1749,C. Domínguez,23,Club América,75,79,1.778,Paraguay
1750,R. Falk,26,FC København,75,76,1.778,Denmark
1751,André Ramalho,26,FC Red Bull Salzburg,75,77,1.8288,Brazil
1752,G. Schennikov,27,PFC CSKA Moscow,75,76,1.8034,Russia
1753,M. Morozyuk,30,Dynamo Kyiv,75,75,1.7526,Ukraine
1754,J. van der Heijden,30,Feyenoord,75,75,1.8542,Netherlands
1755,A. Musa,25,Al Nassr,75,77,1.7018,Nigeria
1756,A. Diaby,27,Sporting CP,75,75,1.7272,Mali
1757,G. İnler,34,Medipol Başakşehir FK,75,75,1.8288,Switzerland
1758,L. Cigarini,32,Cagliari,75,75,1.7526,Italy
1759,Júnior Urso,29,Guangzhou R&F; FC,75,75,1.778,Brazil
1760,B. Butko,27,Shakhtar Donetsk,75,76,1.8288,Ukraine
1761,R. Thomas,23,PSV,75,80,1.7526,New Zealand
1762,M. Jensen,22,RC Celta,75,81,1.7272,Denmark
1763,Burgui,24,Deportivo Alavés,75,78,1.8288,Spain
1764,A. Meret,21,Napoli,75,89,1.905,Italy
1765,M. Gonalons,29,Sevilla FC,75,75,1.8796,France
1766,D. Valdés,24,Monarcas Morelia,75,79,1.778,Chile
1767,Marafona,31,SC Braga,75,75,1.905,Portugal
1768,R. Karsdorp,23,Roma,75,80,1.8288,Netherlands
1769,I. Opara,29,Sporting Kansas City,75,76,1.8796,United States
1770,K. Laimer,21,RB Leipzig,75,82,1.8034,Austria
1771,O. Kamara,28,LA Galaxy,75,75,1.8288,Norway
1772,S. Gentiletti,33,Albacete BP,75,75,1.8542,Argentina
1773,Serey Dié,33,FC Basel 1893,75,75,1.778,Ivory Coast
1774,A. Westwood,28,Burnley,75,75,1.7526,England
1775,C. Ciano,28,Frosinone,75,75,1.7526,Italy
1776,A. Conti,24,Milan,75,79,1.8288,Italy
1777,Bojan,27,Stoke City,75,75,1.7018,Spain
1778,C. Vargas,29,Deportivo Cali,75,76,1.8542,Colombia
1779,Éder,30,Lokomotiv Moscow,75,75,1.905,Portugal
1780,Y. Benzia,23,Fenerbahçe SK,75,81,1.778,Algeria
1781,W. Hennessey,31,Crystal Palace,75,75,1.9812,Wales
1782,E. Thommy,23,VfB Stuttgart,75,79,1.7526,Germany
1783,Bustinza,26,CD Leganés,75,78,1.7526,Spain
1784,Bernardo,23,Brighton & Hove Albion,75,80,1.8542,Brazil
1785,P. Cissé,33,Alanyaspor,75,75,1.8288,Senegal
1786,Oier,28,Levante UD,75,75,1.905,Spain
1787,D. Gayle,27,West Bromwich Albion,75,75,1.7526,England
1788,Joelinton,21,TSG 1899 Hoffenheim,75,80,1.8542,Brazil
1789,A. Pérez,37,Deportivo Cali,75,75,1.8034,Colombia
1790,B. Jones,36,Al Nassr,75,75,1.9304,Australia
1791,J. Drmić,25,Borussia Mönchengladbach,75,78,1.8288,Switzerland
1792,M. Mount,19,Derby County,75,86,1.778,England
1793,A. McGregor,36,Rangers FC,75,75,1.8288,Scotland
1794,O. Elabdellaoui,26,Olympiacos CFP,75,76,1.778,Norway
1795,R. Steffen,26,VfL Wolfsburg,75,75,1.7018,Switzerland
1796,K. Kanga,27,Sparta Praha,75,75,1.6764,Gabon
1797,J. Ananidze,25,Spartak Moscow,75,78,1.7018,Georgia
1798,S. Ilsanker,29,RB Leipzig,75,75,1.8796,Austria
1799,A. Blake,27,Philadelphia Union,75,78,1.9304,Jamaica
1800,Nicholas Aldair,26,Fluminense,75,75,1.8796,Brazil
1801,R. Sessegnon,18,Fulham,75,88,1.778,England
1802,Jorginhson,26,Vitória,75,75,1.778,Brazil
1803,Carlitos,28,Legia Warszawa,75,75,1.7526,Spain
1804,L. Nguyen,31,Los Angeles FC,75,75,1.7272,United States
1805,A. Paschalakis,28,PAOK,75,76,1.9812,Greece
1806,Fabrício,28,Urawa Red Diamonds,75,75,1.8288,Brazil
1807,M. Coco,22,En Avant de Guingamp,75,81,1.8288,France
1808,K. Babacar,25,Sassuolo,75,77,1.905,Senegal
1809,Postigo,29,Levante UD,75,75,1.8542,Spain
1810,Renato Sanches,20,FC Bayern München,75,84,1.7526,Portugal
1811,M. Caruzzo,33,Rosario Central,75,75,1.8542,Argentina
1812,G. Konan,22,Stade de Reims,75,81,1.7526,Ivory Coast
1813,S. Mounié,23,Huddersfield Town,75,82,1.905,Benin
1814,P. Capelle,31,Angers SCO,75,75,1.8034,France
1815,T. Davies,20,Everton,75,84,1.8542,England
1816,N. Dirar,32,Fenerbahçe SK,75,75,1.8796,Morocco
1817,J. Toornstra,29,Feyenoord,75,75,1.778,Netherlands
1818,Paulinho,23,Portimonense SC,75,82,1.651,Brazil
1819,S. Larsson,25,Feyenoord,75,77,1.778,Sweden
1820,P. Tau,24,,75,81,1.6764,South Africa
1821,J. Kluivert,19,Roma,75,86,1.7018,Netherlands
1822,H. Ayala,31,Tigres U.A.N.L.,75,75,1.8288,Mexico
1823,Miguel Silva,23,Vitória Guimarães,75,80,1.905,Portugal
1824,D. Rolán,25,CD Leganés,75,78,1.778,Uruguay
1825,L. Klostermann,22,RB Leipzig,75,82,1.8796,Germany
1826,G. Rodríguez,23,Club América,75,79,1.8542,Argentina
1827,M. Locatelli,20,Sassuolo,75,83,1.8542,Italy
1828,F. Caputo,30,Empoli,75,75,1.8034,Italy
1829,A. Roa,25,Club Atlético Huracán,75,78,1.7526,Colombia
1830,Keko,26,Real Valladolid CF,75,76,1.7272,Spain
1831,A. El Khayati,29,ADO Den Haag,75,75,1.8542,Netherlands
1832,F. Schär,26,Newcastle United,75,80,1.8796,Switzerland
1833,A. Haidara,20,FC Red Bull Salzburg,75,84,1.7526,Mali
1834,Chema Rodríguez,26,Levante UD,75,78,1.8796,Spain
1835,G. dos Santos,29,LA Galaxy,75,75,1.7526,Mexico
1836,T. Bifouma,26,MKE Ankaragücü,75,76,1.8034,Congo
1837,Dani Rochelinhas,26,Chapecoense,75,75,1.778,Brazil
1838,M. Ostrzolek,28,Hannover 96,75,75,1.778,Germany
1839,Sandro,22,Real Sociedad,75,81,1.7526,Spain
1840,L. Deaux,29,En Avant de Guingamp,75,75,1.8796,France
1841,J. Vuković,30,Olympiacos CFP,75,75,1.9558,Serbia
1842,J. Hansen,33,FC Midtjylland,75,75,1.8796,Denmark
1843,Gonçalo Paciência,23,Eintracht Frankfurt,75,82,1.8288,Portugal
1844,Córdoba,21,Athletic Club de Bilbao,75,83,1.8034,Spain
1845,P. Pekarík,31,Hertha BSC,75,75,1.7526,Slovakia
1846,Ximo Navarro,28,Deportivo Alavés,75,75,1.778,Spain
1847,Pablo Hernández,33,Leeds United,75,75,1.7272,Spain
1848,G. Kashia,30,San Jose Earthquakes,75,75,1.8542,Georgia
1849,Cássio,37,Al Taawoun,75,75,1.8542,Brazil
1850,S. Bamba,33,Cardiff City,75,75,1.905,Ivory Coast
1851,S. Kums,30,RSC Anderlecht,75,75,1.7526,Belgium
1852,Fábio Martins,24,SC Braga,75,78,1.778,Portugal
1853,M. Suárez,30,Belgrano de Córdoba,75,75,1.8288,Argentina
1854,S. Mitrović,28,RC Strasbourg Alsace,75,76,1.8796,Serbia
1855,D. Aogo,31,VfB Stuttgart,75,75,1.8542,Germany
1856,B. Engels,23,Stade de Reims,75,82,1.9304,Belgium
1857,F. Tait,25,Angers SCO,75,78,1.7526,France
1858,D. Zagadou,19,Borussia Dortmund,75,85,1.9558,France
1859,M. Diamé,31,Newcastle United,75,75,1.8288,Senegal
1860,A. Younes,24,Napoli,75,76,1.6764,Germany
1861,B. Verstraete,24,KAA Gent,75,80,1.7526,Belgium
1862,K. Akpoguma,23,TSG 1899 Hoffenheim,75,81,1.9304,Germany
1863,B. Santamaria,23,Angers SCO,75,80,1.8288,France
1864,E. Moretti,37,Torino,75,75,1.8288,Italy
1865,H. Behrens,28,1. FC Nürnberg,75,75,1.8796,Germany
1866,M. Maignan,22,LOSC Lille,75,83,1.905,France
1867,Y. Karamoh,19,FC Girondins de Bordeaux,75,85,1.8542,France
1868,V. Ignatiev,31,Lokomotiv Moscow,75,75,1.8034,Russia
1869,A. Thomasson,24,RC Strasbourg Alsace,75,77,1.778,France
1870,D. Amartey,23,Leicester City,75,79,1.8542,Ghana
1871,R. Özcan,34,Bayer 04 Leverkusen,75,75,1.8288,Austria
1872,A. Donnarumma,27,Brescia,75,75,1.8034,Italy
1873,Timor,28,UD Las Palmas,75,75,1.8542,Spain
1874,C. McGregor,25,Celtic,75,78,1.7526,Scotland
1875,R. Martínez,24,Club América,75,81,1.8034,Colombia
1876,V. Buyalskyi,25,Dynamo Kyiv,75,80,1.7018,Ukraine
1877,H. Arter,28,Cardiff City,75,75,1.7526,Republic of Ireland
1878,A. Mawson,24,Fulham,75,84,1.8796,England
1879,F. Guilbert,23,Stade Malherbe Caen,75,84,1.778,France
1880,M. Lemos,22,Sassuolo,75,80,1.8796,Uruguay
1881,S. Sturaro,25,Sporting CP,75,78,1.8034,Italy
1882,A. Duncan,25,Sassuolo,75,80,1.778,Ghana
1883,Marlon,22,Sassuolo,75,82,1.8288,Brazil
1884,M. Isla,30,Fenerbahçe SK,75,75,1.7526,Chile
1885,Thiago Maia,21,LOSC Lille,75,82,1.778,Brazil
1886,Y. Aït Bennasser,21,AS Monaco,75,83,1.8288,Morocco
1887,O. Toivonen,31,Melbourne Victory,75,75,1.9304,Sweden
1888,J. Urretaviscaya,28,Monterrey,75,75,1.7272,Uruguay
1889,Yuri Ribeiro,21,SL Benfica,75,81,1.778,Portugal
1890,N. Tomović,30,Chievo Verona,75,75,1.8288,Serbia
1891,F. Roncaglia,31,RC Celta,75,75,1.778,Argentina
1892,R. Botta,28,San Lorenzo de Almagro,75,75,1.7526,Argentina
1893,R. Mandragora,21,Udinese,75,85,1.8288,Italy
1894,A. Adomah,30,Aston Villa,75,75,1.8288,Ghana
1895,D. Samassékou,22,FC Red Bull Salzburg,75,85,1.778,Mali
1896,M. Yoshida,29,Southampton,75,75,1.8796,Japan
1897,N. Viergever,28,PSV,75,75,1.8288,Netherlands
1898,R. Amalfitano,28,Dijon FCO,75,75,1.7526,France
1899,D. Cataldi,23,Lazio,75,79,1.8034,Italy
1900,Martín,22,Deportivo Alavés,75,80,1.778,Spain
1901,Tiago Pinto,30,MKE Ankaragücü,75,75,1.778,Portugal
1902,Fernandinho,25,Chongqing Dangdai Lifan FC SWM Team,75,78,1.7526,Brazil
1903,C. Cueva,26,,75,75,1.6764,Peru
1904,M. Gaćinović,23,Eintracht Frankfurt,75,81,1.7526,Serbia
1905,G. Shoji,25,Kashima Antlers,75,80,1.8288,Japan
1906,L. Rigoni,33,Parma,75,75,1.8542,Italy
1907,M. Krmenčík,25,Viktoria Plzeň,75,80,1.905,Czech Republic
1908,M. Mevlja,28,,75,77,1.905,Slovenia
1909,C. Daniels,31,Bournemouth,75,75,1.778,England
1910,K. Stafylidis,24,FC Augsburg,75,79,1.778,Greece
1911,Sabin Merino,26,CD Leganés,75,76,1.8796,Spain
1912,A. Flint,28,Middlesbrough,75,76,1.9812,England
1913,Brais Méndez,21,RC Celta,75,84,1.8796,Spain
1914,Merino,22,Real Sociedad,75,84,1.8542,Spain
1915,S. Missiroli,32,SPAL,75,75,1.905,Italy
1916,Serantes,28,CD Leganés,75,77,1.8288,Spain
1917,V. Guzmán,23,Pachuca,75,80,1.7526,Mexico
1918,D. Biseswar,30,PAOK,75,75,1.7526,Netherlands
1919,E. Mas,29,Boca Juniors,75,75,1.8034,Argentina
1920,Nuno Pinto,31,Vitória de Setúbal,75,75,1.7272,Portugal
1921,Carlos Mané,24,Sporting CP,75,81,1.7272,Portugal
1922,Borja Valle,25,Deportivo de La Coruña,75,78,1.778,Spain
1923,Zeca,29,FC København,75,75,1.8288,Greece
1924,C. Toselli,30,CD Everton de Viña del Mar,75,75,1.8288,Chile
1925,M. Bizot,27,AZ Alkmaar,75,78,1.9304,Netherlands
1926,K. Ayhan,23,Fortuna Düsseldorf,75,80,1.8288,Turkey
1927,Ricardo Ferreira,25,SC Braga,75,79,1.905,Portugal
1928,N. Roux,30,En Avant de Guingamp,75,75,1.8288,France
1929,Hernâni,26,FC Porto,75,75,1.778,Portugal
1930,M. Çağıran,25,Çaykur Rizespor,75,79,1.8034,Turkey
1931,W. Morgan,34,Leicester City,75,75,1.8542,Jamaica
1932,J. Alonso,25,RC Celta,75,80,1.8288,Paraguay
1933,M. Wakaso,27,Deportivo Alavés,75,75,1.7018,Ghana
1934,K. Traoré,26,,75,75,1.778,Ivory Coast
1935,Y. Mvogo,24,RB Leipzig,75,80,1.905,Switzerland
1936,Kaíquão Castro,34,Fluminense,75,75,1.905,Brazil
1937,K. Fofana,26,,75,75,1.8796,Ivory Coast
1938,P. Hurtado,27,Atiker Konyaspor,75,75,1.7526,Peru
1939,D. Bocanegra,31,Atlético Nacional,75,75,1.8288,Colombia
1940,Melero,24,SD Huesca,75,81,1.8288,Spain
1941,Borja Bastón,25,Deportivo Alavés,75,78,1.905,Spain
1942,O. Murillo,30,Pachuca,75,75,1.8288,Colombia
1943,O. Onazi,25,Trabzonspor,75,78,1.7272,Nigeria
1944,C. Günter,25,SC Freiburg,75,76,1.8288,Germany
1945,I. Amadou,25,Sevilla FC,75,80,1.8288,France
1946,Unai López,22,Athletic Club de Bilbao,75,82,1.7018,Spain
1947,K. Iheanacho,21,Leicester City,75,83,1.8288,Nigeria
1948,C. Söyüncü,22,Leicester City,75,83,1.8542,Turkey
1949,B. Pearson,23,Preston North End,75,81,1.7526,England
1950,F. Niederlechner,27,SC Freiburg,75,75,1.8796,Germany
1951,S. Denswil,25,Club Brugge KV,75,79,1.8542,Netherlands
1952,G. Rodríguez,34,San Lorenzo de Almagro,75,75,1.8288,Argentina
1953,P. Guiñazú,39,Club Atlético Talleres,75,75,1.7526,Argentina
1954,H. Hateboer,24,Atalanta,75,80,1.8796,Netherlands
1955,I. Fernández,28,River Plate,75,75,1.8288,Argentina
1956,L. Blas,20,En Avant de Guingamp,75,84,1.8034,France
1957,M. Sarr,19,OGC Nice,75,84,1.8288,France
1958,Mikel Rico,33,Athletic Club de Bilbao,75,75,1.778,Spain
1959,F. Neuhaus,21,Borussia Mönchengladbach,75,85,1.8288,Germany
1960,S. İnan,33,Galatasaray SK,75,75,1.8288,Turkey
1961,C. Maggio,36,Benevento,75,75,1.8288,Italy
1962,Mexer,29,Stade Rennais FC,75,75,1.8796,Mozambique
1963,F. Magnanelli,33,Sassuolo,75,75,1.8034,Italy
1964,J. Figal,24,Independiente,75,81,1.8034,Argentina
1965,V. Claesson,26,,75,78,1.8288,Sweden
1966,F. Helander,25,Bologna,75,77,1.9304,Sweden
1967,J. Gondorf,30,SC Freiburg,75,75,1.7526,Germany
1968,R. Ghezzal,26,Leicester City,75,76,1.8288,Algeria
1969,Adama,22,Wolverhampton Wanderers,75,85,1.778,Spain
1970,O. Duda,23,Hertha BSC,75,82,1.8034,Slovakia
1971,R. Bensebaini,23,Stade Rennais FC,75,79,1.8542,Algeria
1972,L. Depoitre,29,Huddersfield Town,75,75,1.905,Belgium
1973,N. Vlašić,20,PFC CSKA Moscow,75,84,1.778,Croatia
1974,Rochina,27,Levante UD,75,75,1.8288,Spain
1975,M. Doherty,26,Wolverhampton Wanderers,75,78,1.8288,Republic of Ireland
1976,C. Musonda,21,Vitesse,75,85,1.7272,Belgium
1977,João Teixeira,25,Vitória Guimarães,75,78,1.778,Portugal
1978,S. Ward,32,Burnley,75,75,1.8542,Republic of Ireland
1979,Y. Cardinale,24,OGC Nice,75,78,1.8034,France
1980,S. Francis,33,Bournemouth,75,75,1.8796,England
1981,Lafortiscinho,26,Botafogo,75,75,1.778,Brazil
1982,M. Valdifiori,32,SPAL,75,75,1.8542,Italy
1983,Rubén Pérez,29,CD Leganés,75,75,1.778,Spain
1984,D. Boyata,27,Celtic,75,77,1.8796,Belgium
1985,N. Mendy,26,Leicester City,75,77,1.6764,France
1986,A. Martín Arias,25,Gimnasia y Esgrima La Plata,75,80,1.8542,Argentina
1987,Pedraza,22,Villarreal CF,75,80,1.8288,Spain
1988,Ricardo,35,GD Chaves,75,75,1.8796,Portugal
1989,Tarantini,34,Rio Ave FC,75,75,1.8796,Portugal
1990,K. Stöger,24,Fortuna Düsseldorf,75,80,1.7526,Austria
1991,C. Mbemba,23,FC Porto,75,80,1.8288,DR Congo
1992,A. Limbombe,23,FC Nantes,75,79,1.7526,Belgium
1993,K. McDonald,29,Fulham,75,75,1.9304,Scotland
1994,O. Niasse,28,Everton,75,75,1.8288,Senegal
1995,G. Herrera,26,Club Atlético Talleres,75,78,1.8796,Argentina
1996,R. Borré,22,River Plate,75,82,1.7526,Colombia
1997,E. Zukanović,31,Genoa,75,75,1.905,Bosnia Herzegovina
1998,A. Elis,22,Houston Dynamo,75,82,1.8034,Honduras
1999,M. Fernández,32,Club Necaxa,75,75,1.778,Chile
2000,D. Rodríguez,28,Club Tijuana,75,75,1.7018,Uruguay
2001,T. Klose,30,Norwich City,75,75,1.9304,Switzerland
2002,A. Cornelius,25,FC Girondins de Bordeaux,75,79,1.9304,Denmark
2003,Kwon Chang Hoon,24,Dijon FCO,75,79,1.7526,Korea Republic
2004,C. Larin,23,Beşiktaş JK,75,82,1.8796,Canada
2005,Tchê Tchê,25,Dynamo Kyiv,75,78,1.7526,Brazil
2006,M. Leckie,27,Hertha BSC,75,75,1.8034,Australia
2007,L. Quiñones,27,Deportivo Toluca,75,75,1.778,Colombia
2008,Fontàs,28,Sporting Kansas City,75,76,1.8542,Spain
2009,K. Vermeer,32,Feyenoord,75,75,1.8288,Netherlands
2010,A. Surman,31,Bournemouth,75,75,1.778,England
2011,M. Höger,28,1. FC Köln,75,75,1.8288,Germany
2012,S. Dann,31,Crystal Palace,75,75,1.8796,England
2013,Jovane Cabral,20,Sporting CP,75,87,1.7526,Cape Verde
2014,C. Cathcart,29,Watford,75,75,1.905,Northern Ireland
2015,Zaldúa,26,Real Sociedad,75,78,1.7526,Spain
2016,Pelé,26,AS Monaco,75,77,1.8288,Guinea Bissau
2017,M. Kelly,28,Crystal Palace,75,76,1.905,England
2018,Y. Bolasie,29,Aston Villa,75,75,1.8796,DR Congo
2019,L. Zelarayán,26,Tigres U.A.N.L.,75,77,1.7272,Argentina
2020,Gelson Fernandes,31,Eintracht Frankfurt,75,75,1.778,Switzerland
2021,D. Glushakov,31,Spartak Moscow,75,75,1.8034,Russia
2022,Lee Jae Sung,25,Holstein Kiel,75,78,1.8034,Korea Republic
2023,Baiano,31,Alanyaspor,75,75,1.778,Brazil
2024,A. Hurtado,31,Monterrey,75,75,1.7018,Colombia
2025,A. Mierzejewski,31,Changchun Yatai FC,75,75,1.7526,Poland
2026,V. Janssen,24,Tottenham Hotspur,75,78,1.8288,Netherlands
2027,E. Paredes,37,Colo-Colo,75,75,1.778,Chile
2028,B. Alemán,28,Ettifaq FC,75,75,1.7526,Uruguay
2029,P. Retsos,19,Bayer 04 Leverkusen,75,85,1.8542,Greece
2030,J. Hernández,19,SD Huesca,75,82,1.7526,Colombia
2031,S. Corchia,27,SL Benfica,75,75,1.7526,France
2032,Rubén Pardo,25,Real Sociedad,75,78,1.8034,Spain
2033,P. Goltz,33,Boca Juniors,75,75,1.8288,Argentina
2034,D. Türüç,25,Kayserispor,75,79,1.778,Turkey
2035,B. Mechele,25,Club Brugge KV,75,79,1.905,Belgium
2036,Kaimo Lima,34,Fluminense,75,75,1.8796,Brazil
2037,R. Rodelin,28,En Avant de Guingamp,75,75,1.9304,France
2038,Bobô,33,Alanyaspor,75,75,1.8542,Brazil
2039,L. Ciman,32,Dijon FCO,75,75,1.8288,Belgium
2040,D. Ba,33,Shanghai Greenland Shenhua FC,75,75,1.8796,Senegal
2041,H. Medunjanin,33,Philadelphia Union,75,75,1.8796,Bosnia Herzegovina
2042,José Cañas,31,PAOK,75,75,1.778,Spain
2043,Y. Osorio,24,Vitória Guimarães,75,83,1.8796,Venezuela
2044,Titi,30,Göztepe SK,75,75,1.8796,Brazil
2045,Carles Gil,25,Deportivo de La Coruña,75,76,1.7018,Spain
2046,P. Lasne,29,Montpellier HSC,75,75,1.8542,France
2047,Lekue,25,Athletic Club de Bilbao,75,78,1.8034,Spain
2048,A. Silva,28,Montreal Impact,75,75,1.778,Uruguay
2049,A. Danjuma Groeneveld,21,Club Brugge KV,75,84,1.778,Netherlands
2050,C. Luyindama,24,Standard de Liège,75,80,1.905,DR Congo
2051,L. González Pirez,26,Atlanta United,75,78,1.8542,Argentina
2052,Sergio Álvarez,26,SD Eibar,75,78,1.8288,Spain
2053,M. Cornet,21,Olympique Lyonnais,75,80,1.778,Ivory Coast
2054,M. Schnatterer,32,1. FC Heidenheim 1846,75,75,1.8034,Germany
2055,O. Kharbin,24,Al Hilal,75,80,1.8542,Syria
2056,Sergi Guardiola,27,Getafe CF,75,76,1.8796,Spain
2057,T. Souček,23,SK Slavia Praha,75,83,1.9304,Czech Republic
2058,Y. Ravet,28,SC Freiburg,75,75,1.778,France
2059,T. Serero,28,Vitesse,75,75,1.7272,South Africa
2060,B. Douglas,28,Leeds United,75,75,1.778,Scotland
2061,S. Johnstone,25,West Bromwich Albion,75,80,1.9304,England
2062,Medrán,24,Rayo Vallecano,75,81,1.7526,Spain
2063,J. Corona,37,Cruz Azul,75,75,1.8288,Mexico
2064,I. Fetfatzidis,27,Olympiacos CFP,75,75,1.651,Greece
2065,S. Romero,29,Independiente,75,75,1.778,Argentina
2066,B. Jokič,32,,75,75,1.7526,Slovenia
2067,S. Sinclair,29,Celtic,75,75,1.778,England
2068,L. Krejčí,25,Bologna,75,75,1.8034,Czech Republic
2069,L. Orbán,29,Racing Club,74,74,1.778,Argentina
2070,A. Hamdallah,27,Al Nassr,74,74,1.778,Morocco
2071,R. Tapia,22,Feyenoord,74,79,1.8288,Peru
2072,O. Watkins,22,Brentford,74,81,1.8034,England
2073,Duirval Diniz,34,Atlético Paranaense,74,74,1.8796,Brazil
2074,Arribas,29,U.N.A.M.,74,74,1.8288,Spain
2075,B. Dabo,26,Fiorentina,74,77,1.8542,Burkina Faso
2076,G. Lezcano,31,Monarcas Morelia,74,74,1.6764,Argentina
2077,Bebeto,28,Clube Sport Marítimo,74,74,1.7526,Brazil
2078,L. Sobiech,27,1. FC Köln,74,74,1.9558,Germany
2079,Guerrero,27,Olympiacos CFP,74,74,1.8034,Spain
2080,K. Boutaïb,31,Yeni Malatyaspor,74,74,1.8796,Morocco
2081,T. Hlatshwayo,28,,74,75,1.8796,South Africa
2082,M. Krohn-Dehli,35,Deportivo de La Coruña,74,74,1.7018,Denmark
2083,Lucas Torró,23,Eintracht Frankfurt,74,81,1.905,Spain
2084,J. Vossen,29,Club Brugge KV,74,74,1.8288,Belgium
2085,J. Rodríguez,25,Lobos BUAP,74,77,1.8542,Mexico
2086,M. Pasqual,36,Empoli,74,74,1.778,Italy
2087,Zubeldia,21,Real Sociedad,74,81,1.8034,Spain
2088,Da Costa,34,Bologna,74,74,1.8542,Brazil
2089,D. Kolář,32,Viktoria Plzeň,74,74,1.8034,Czech Republic
2090,M. Zaldivia,27,Colo-Colo,74,76,1.8034,Argentina
2091,S. Ghoddos,24,Amiens SC,74,79,1.778,Iran
2092,A. Bălută,24,SK Slavia Praha,74,77,1.651,Romania
2093,T. Melia,32,Sporting Kansas City,74,74,1.8542,United States
2094,A. Di Gaudio,28,Parma,74,74,1.7018,Italy
2095,N. Milenković,20,Fiorentina,74,83,1.9558,Serbia
2096,V. Demirel,36,Fenerbahçe SK,74,74,1.905,Turkey
2097,L. Cooper,26,Leeds United,74,75,1.8796,Scotland
2098,Edercinho Sepa,30,Grêmio,74,74,1.778,Brazil
2099,A. Morelos,22,Rangers FC,74,84,1.778,Colombia
2100,J. Chester,29,Aston Villa,74,74,1.8034,Wales
