,Name,Age,Club,OVA,POT,Height,Nationality,BP,PAC,SHO,PAS,DRI,DEF,PHY
511,E. Spahić,35,Hamburger SV,76,76,185,Bosnia Herzegovina,CB,52,41,56,46,75,74
512,K. Vadócz,35,Peñarol,71,71,188,Hungary,CDM,46,68,67,62,66,79
515,B. Hüttenbrenner,31,Wolfsberger AC,64,64,188,Austria,CB,46,42,55,52,62,78
516,S. Bossut,34,SV Zulte-Waregem,72,72,188,Belgium,GK,72,70,65,71,45,73
517,J. Thomsen,37,Randers FC,65,65,180,Denmark,RB,57,44,63,58,64,68
518,A. Tziolis,33,Al Fayha,70,70,190,Greece,CDM,33,63,66,57,67,80
519,M. McNulty,39,Cork City,60,60,190,Republic of Ireland,GK,60,61,54,57,34,60
520,P. Webó,34,Osmanlıspor,74,74,180,Cameroon,ST,61,73,57,70,30,68
521,Verza,33,FC Cartagena,66,66,180,Spain,CM,36,68,70,65,61,62
522,Aitor Sanz,35,CD Tenerife,71,71,180,Spain,CDM,59,61,71,66,66,72
523,D. Ludueña,33,Club Atlético Talleres,70,70,175,Argentina,CAM,41,70,74,69,21,63
524,L. López,37,Racing Club,78,78,175,Argentina,ST,69,80,73,77,50,69
526,C. Araujo,37,Club Atlético Huracán,71,71,173,Argentina,RB,59,45,61,75,75,67
527,M. Barovero,35,Monterrey,75,75,183,Argentina,GK,73,70,64,77,35,78
529,J. Mascherano,36,Estudiantes de La Plata,79,79,175,Argentina,CDM,61,53,72,68,79,72
530,G. Rodríguez,35,San Lorenzo de Almagro,72,72,183,Argentina,CB,51,48,58,61,71,73
531,P. Zabaleta,34,West Ham United,74,74,178,Argentina,CB,49,56,70,71,79,70
532,J. Gutiérrez,36,Club Atlético Banfield,69,69,183,Argentina,CM,59,61,70,68,65,69
533,A. Pyatov,36,Shakhtar Donetsk,76,76,190,Ukraine,GK,75,69,78,78,44,80
534,G. Denis,35,Club Atlético Lanús,71,71,183,Argentina,ST,38,74,60,61,28,70
535,R. Martínez,37,Club Atlético Tigre,70,70,183,Argentina,CAM,51,69,72,69,57,64
536,M. Barbosa,34,Villarreal CF,75,75,188,Argentina,GK,76,72,76,75,43,74
537,J. Dátolo,36,Club Atlético Banfield,73,73,178,Argentina,CAM,54,74,74,74,47,55
538,C. Tévez,36,Boca Juniors,78,78,170,Argentina,ST,68,81,74,78,45,77
539,A. Gómez,32,Atalanta,86,86,168,Argentina,CAM,90,79,84,88,39,55
540,M. Pavone,36,Estudiantes de La Plata,71,71,178,Argentina,ST,51,75,56,62,31,79
541,J. Sosa,35,Fenerbahçe SK,78,78,178,Argentina,CM,69,70,82,80,66,65
542,G. Karadeniz,37,Rubin Kazan,73,73,168,Turkey,CAM,70,71,70,80,47,54
543,L. Pocrnjic,38,Club Atlético Aldosivi,71,71,193,Argentina,GK,71,68,64,70,27,72
544,O. Adın,32,Antalyaspor,70,70,175,Turkey,LW,69,69,72,70,64,63
546,V. Demirel,36,Fenerbahçe SK,74,74,190,Turkey,GK,75,71,75,73,31,72
548,G. Gönül,35,Fenerbahçe SK,76,76,175,Turkey,RB,77,63,72,76,72,71
550,A. Turan,33,Galatasaray SK,74,74,178,Turkey,LM,61,72,77,76,64,62
551,M. Demir,28,Gazişehir Gaziantep F.K.,70,70,180,Turkey,CF,72,72,68,73,37,64
552,Y. Kurtuluş,34,Antalyaspor,66,66,175,Turkey,CDM,57,69,65,67,65,63
553,C. Schwegler,36,FC Luzern,67,67,175,Switzerland,RB,72,42,58,63,63,75
554,A. Bunjaku,36,Viktoria Köln,67,67,180,Kosovo,ST,60,68,56,69,37,65
555,S. Kırıntılı,35,Atiker Konyaspor,75,75,185,Turkey,GK,75,72,68,78,49,75
556,E. Albayrak,29,Antalyaspor,72,72,178,Turkey,LB,80,65,71,71,65,65
557,O. Wendt,34,Borussia Mönchengladbach,75,75,180,Sweden,LB,62,62,74,73,74,70
558,Raffael,34,Borussia Mönchengladbach,76,76,175,Brazil,CAM,59,75,78,81,41,60
559,Mora,37,Getafe CF,70,70,183,Spain,CM,41,63,77,60,60,68
561,Tito,33,Rayo Vallecano,71,71,175,Spain,RB,69,45,65,68,70,68
562,Momo,35,UD Las Palmas,68,68,178,Spain,CAM,59,62,73,70,48,59
563,Mikel Rico,35,SD Huesca,73,73,178,Spain,CDM,39,71,68,68,72,77
564,Andrés Fernández,33,SD Huesca,78,78,188,Spain,GK,80,75,68,79,56,76
565,Negredo,34,Cádiz CF,76,76,185,Spain,ST,63,78,64,70,36,78
566,Raúl Cámara  B,34,CD Tenerife,67,67,170,Spain,RB,83,48,61,67,62,73
567,Javi Fuego,36,Real Sporting de Gijón,69,69,180,Spain,CDM,40,60,66,64,67,70
568,Xabi Prieto,33,Real Sociedad,80,80,188,Spain,CM,48,75,84,75,46,60
569,Dani Alves,35,Paris Saint-Germain,82,82,173,Brazil,CAM,76,71,82,85,76,66
570,Jesús Navas,34,Sevilla FC,84,84,173,Spain,RB,87,69,79,83,80,58
571,Santi Cazorla,35,Spain,82,82,168,Spain,CM,62,79,85,85,66,60
572,Dani Giménez,35,Deportivo de La Coruña,72,72,183,Spain,GK,70,69,68,78,33,70
577,Diego López,38,RCD Espanyol,76,76,196,Spain,GK,71,76,72,73,44,78
578,Soldado,35,Granada CF,76,76,180,Spain,ST,54,78,71,73,44,68
579,Juanfran,33,Atlético Madrid,80,80,180,Spain,RB,79,58,74,76,76,76
580,Vesga,27,Athletic Club de Bilbao,75,76,190,Spain,CDM,51,63,69,68,74,75
581,Iván Cuéllar,36,CD Leganés,77,77,188,Spain,GK,74,76,78,79,50,73
582,Gabi,33,Atlético Madrid,81,81,180,Spain,CM,64,73,79,76,75,73
583,J. Pinola,37,River Plate,76,76,180,Argentina,CB,68,60,71,69,75,78
584,Iñaki Astiz,36,Legia Warszawa,63,63,185,Spain,CB,44,26,46,41,62,58
585,Rubén,36,CA Osasuna,74,74,188,Spain,GK,73,72,73,75,45,74
586,Diego Castro,37,Perth Glory,76,76,175,Spain,LW,60,73,73,81,44,58
587,D. Bilyaletdinov,31,Rubin Kazan,69,69,185,Russia,CAM,58,70,70,69,46,63
588,A. Samedov,33,Spartak Moscow,76,76,178,Russia,RM,73,73,76,75,50,71
590,C. Moţi,33,Romania,69,69,183,Romania,CB,64,32,51,51,68,74
591,I. Akinfeev,34,PFC CSKA Moscow,80,80,185,Russia,GK,77,72,78,84,50,82
592,I. Olić,36,TSV 1860 München,71,71,183,Croatia,ST,66,73,59,68,35,78
593,A. Rebrov,36,Spartak Moscow,70,70,193,Russia,GK,69,66,64,69,34,74
595,R. Yanbaev,33,FC Krasnodar,73,73,178,Russia,RWB,78,59,68,67,70,67
596,P. Kieszek,36,Rio Ave FC,75,75,188,Poland,GK,74,72,68,77,50,76
597,M. Wasilewski,39,Wisła Kraków,68,68,185,Poland,CB,30,54,54,40,65,74
598,B. Vandenbussche,36,KSV Cercle Brugge,63,63,196,Belgium,GK,57,67,61,55,25,75
599,Luisão,37,SL Benfica,77,77,196,Brazil,CB,29,50,55,51,80,73
600,K. Huntelaar,36,Ajax,74,74,185,Netherlands,ST,48,79,63,63,35,68
601,C. Molinaro,35,Venezia FC,69,69,183,Italy,LB,61,49,63,65,71,64
602,C. Maggio,38,Benevento,74,74,183,Italy,RB,69,69,69,71,72,77
603,F. Magnanelli,35,Sassuolo,75,75,180,Italy,CDM,56,55,69,63,77,67
605,A. Cordaz,37,Crotone,72,72,188,Italy,GK,68,71,62,74,26,72
606,V. Bojinov,33,Pescara,69,69,180,Bulgaria,ST,67,69,62,71,23,72
607,A. Rosati,37,Torino,69,69,196,Italy,GK,68,69,46,68,31,70
608,A. Bennett,38,Cork City,56,56,188,Republic of Ireland,CB,29,26,31,29,57,61
609,K. Doyle,33,Colorado Rapids,67,67,183,Republic of Ireland,ST,64,65,61,65,37,69
610,G. Rogers,38,Dundalk,63,63,188,Republic of Ireland,GK,62,64,59,61,27,64
611,W. Hoolahan,38,Cambridge United,66,66,168,Republic of Ireland,CAM,51,65,68,68,47,44
613,D. Murphy,36,Bolton Wanderers,67,67,190,Republic of Ireland,ST,39,70,58,59,33,74
615,A. Papadopoulos,35,Olympiacos CFP,68,68,183,Greece,CB,48,52,56,56,67,72
616,J. Drobný,38,Fortuna Düsseldorf,72,72,193,Czech Republic,GK,71,73,45,72,33,74
617,M. Gómez,33,VfB Stuttgart,74,74,188,Germany,ST,52,74,59,66,35,74
618,R. Salin,35,Stade Rennais FC,72,72,188,France,GK,76,64,68,75,31,72
619,L. Podolski,35,Antalyaspor,75,75,183,Germany,CAM,66,79,77,74,41,72
623,J. Perbet,35,Oud-Heverlee Leuven,67,67,183,France,ST,45,70,49,55,24,58
625,R. Mavuba,33,Sparta Praha,73,73,173,France,CDM,54,52,68,68,72,72
626,V. Demarconnay,37,Paris FC,68,68,180,France,GK,67,65,69,65,45,72
628,J. Hart,33,Tottenham Hotspur,75,75,196,England,GK,72,75,65,77,58,74
629,B. Rotenberg B,34,Lokomotiv Moscow,62,62,188,Finland,RB,68,38,52,50,63,62
630,J. Coppinger,39,Doncaster Rovers,66,66,170,England,CAM,49,64,68,68,43,60
631,S. Davis,35,Rangers FC,71,71,173,Northern Ireland,CM,48,61,73,73,63,63
632,J. Absalonsen,34,SønderjyskE,66,66,178,Denmark,LM,66,63,64,68,50,62
634,P. Netzer,34,SCR Altach,65,65,188,Austria,CB,41,48,58,55,66,64
635,M. Gspurning,36,1. FC Union Berlin,66,66,196,Austria,GK,65,64,64,67,31,63
636,G. Evans,32,Bradford City,64,64,183,England,ST,78,66,61,63,53,78
637,J. Puncheon,32,Huddersfield Town,72,72,173,England,CAM,57,68,74,72,62,63
638,B. Johnson,33,Blackburn Rovers,69,69,175,England,CB,49,68,64,65,68,79
639,G. Clichy,33,Medipol Başakşehir FK,76,76,175,France,LB,77,43,70,75,75,68
640,A. Tettey,34,Norwich City,71,71,180,Norway,CDM,56,64,63,62,71,76
641,O. Occéan,37,Mjøndalen IF,65,65,185,Canada,ST,53,64,54,60,38,73
642,J. Bjørdal,34,Vålerenga Fotball,64,64,188,Norway,CB,53,44,53,48,62,75
643,Ricardo Vaz Tê,33,Portimonense SC,71,71,188,Portugal,ST,74,71,64,69,42,72
644,Piqué,33,FC Barcelona,86,86,193,Spain,CB,57,61,71,67,86,80
645,A. Lennon,33,Kayserispor,73,73,165,England,RM,77,61,69,78,49,55
646,Bobô,33,Alanyaspor,73,73,185,Brazil,ST,64,73,63,69,29,68
647,M. Noble,33,West Ham United,75,75,178,England,CM,38,67,76,73,72,71
648,A. Young,34,Inter,77,77,175,England,LM,69,67,74,77,74,68
649,J. Sand,39,Club Atlético Lanús,75,75,183,Argentina,ST,51,79,61,65,37,72
650,D. Montenegro,38,Club Atlético Huracán,73,73,173,Argentina,CAM,45,73,75,72,32,55
651,R. Sambueza,36,Deportivo Toluca,76,76,175,Argentina,CAM,66,71,78,77,47,71
652,E. Barreto,34,Sampdoria,71,71,180,Paraguay,CDM,55,65,71,68,73,67
654,D. Marney,35,Fleetwood Town,64,64,183,England,CB,47,60,65,61,64,66
655,S. Kelly,32,Rotherham United,64,64,183,Republic of Ireland,CB,51,43,60,59,65,70
656,R. Civelli,36,Club Atlético Huracán,72,72,196,Argentina,CB,34,59,55,45,71,83
657,P. Skjelbred,33,Rosenborg BK,76,76,178,Norway,CDM,56,46,70,74,73,72
658,D. Cvitanich,36,Racing Club,74,74,178,Argentina,ST,58,74,71,71,36,66
659,R. Palacio,38,Bologna,75,75,175,Argentina,RW,72,71,72,82,46,63
660,M. Eikrem,29,Molde FK,75,75,183,Norway,CAM,64,70,78,75,44,48
661,J. Insaurralde,35,Colo-Colo,71,71,188,Argentina,CB,30,39,55,46,72,76
662,V. Figueroa,36,SD Aucas,62,62,168,Argentina,LM,63,61,57,63,49,47
663,S. Agüero,32,Manchester City,89,89,173,Argentina,ST,78,90,77,88,33,73
664,M. Zárate,33,Boca Juniors,76,76,175,Argentina,CF,77,79,71,82,42,67
665,A. Gignac,34,Tigres U.A.N.L.,81,81,188,France,ST,67,83,74,74,43,83
666,Hilton,42,Montpellier HSC,77,77,180,Brazil,CB,33,51,67,65,81,70
667,J. Leca,34,Racing Club de Lens,73,73,180,France,GK,72,69,69,75,45,74
668,Y. Gourcuff,31,Dijon FCO,74,74,185,France,CAM,51,68,77,75,51,65
670,Àngel Rangel,36,Queens Park Rangers,68,68,178,Spain,CB,49,59,69,68,72,67
671,Jorge Molina,38,Granada CF,78,78,188,Spain,ST,36,82,67,70,42,73
672,M. Pasqual,36,Empoli,74,74,178,Italy,LWB,68,56,78,74,71,67
673,Y. Zhirkov,36,Russia,77,77,180,Russia,LB,75,70,75,77,74,70
674,Lee Chung Yong,31,Ulsan Hyundai FC,73,73,180,Korea Republic,CAM,71,64,71,77,53,63
675,M. Schäfer,32,VfL Wolfsburg,76,76,183,Germany,LWB,66,67,76,72,74,73
676,R. Stearman,32,Huddersfield Town,68,68,190,England,CB,39,36,47,45,68,70
677,C. Ikeme,31,Wolverhampton Wanderers,70,70,190,Nigeria,GK,72,70,69,68,46,69
678,L. Clarke,35,Shrewsbury,67,67,188,England,ST,53,66,57,61,29,72
679,P. Celeban,35,Śląsk Wrocław,66,66,180,Poland,CB,41,51,49,56,65,76
680,M. Ørnskov,33,Lyngby BK,64,64,185,Denmark,CDM,48,57,64,60,64,76
682,Sergio Ramos,34,Real Madrid,89,89,183,Spain,CB,71,70,76,73,88,85
683,B. Białkowski,32,Millwall,72,72,193,Poland,GK,66,71,67,73,41,75
684,A. McGeady,34,Sunderland,70,70,178,Republic of Ireland,CAM,70,69,70,75,44,58
685,S. Henderson,32,Crystal Palace,65,65,193,Republic of Ireland,GK,66,62,70,62,39,64
686,M. Bradley,32,Toronto FC,75,75,188,United States,CDM,55,62,75,72,69,75
688,C. Dempsey,34,Seattle Sounders FC,76,76,185,United States,CAM,62,76,70,76,37,69
689,Andrea Orlandi,32,Novara,69,69,183,Spain,CAM,63,66,69,68,46,55
690,R. Snodgrass,32,West Ham United,77,77,183,Scotland,RM,62,75,79,76,47,72
691,S. McDonald,36,Brisbane Roar,65,65,173,Australia,CAM,65,63,63,68,41,67
692,C. Adam,33,Reading,67,67,185,Scotland,CM,35,69,74,64,59,66
693,R. McCormack,31,Motherwell,70,70,175,Scotland,ST,65,72,70,70,31,68
694,Markel Bergara,33,Getafe CF,75,75,180,Spain,CDM,41,64,72,65,73,72
695,R. Eremenko,31,Spartak Moscow,78,78,185,Finland,CAM,68,74,80,77,54,69
696,M. Cranie,33,Luton Town,67,67,183,England,CB,52,42,58,60,68,69
697,M. Mills,32,Forest Green Rovers,65,65,190,England,CB,47,40,49,42,63,73
698,D. Blackstock,30,Rotherham United,65,65,185,Antigua &amp; Barbuda,ST,54,65,51,62,41,74
699,J. Thomas,33,Port Vale,68,68,178,England,LM,72,61,65,69,39,54
700,J. Lewis,32,Aberdeen,72,72,198,England,GK,75,68,67,75,56,72
702,A. Akinfenwa,38,Wycombe Wanderers,65,65,178,England,ST,42,64,54,56,35,81
703,M. Muñoz,37,Puebla FC,71,71,185,Mexico,GK,71,70,66,68,33,72
704,D. Álvarez,38,Tigres U.A.N.L.,70,70,168,Mexico,RW,70,63,67,80,41,57
706,P. Quasten,35,RKC Waalwijk,66,66,178,Czech Republic,LB,58,38,61,63,64,68
707,J. Corona,39,Cruz Azul,75,75,183,Mexico,GK,72,77,68,73,39,78
709,G. Hoarau,36,FC Sion,74,74,193,France,ST,43,76,68,68,44,74
710,A. Talavera,37,Mexico,74,74,188,Mexico,GK,74,74,70,71,58,75
711,P. Pentke,35,TSG 1899 Hoffenheim,73,73,190,Germany,GK,74,69,66,77,37,73
712,T. Gebauer,38,LASK Linz,64,64,193,Austria,GK,63,65,61,60,36,66
713,R. Wood,34,Rotherham United,66,66,190,England,CB,31,35,46,42,66,73
714,Y. Abe,38,Urawa Red Diamonds,65,65,178,Japan,CDM,32,66,70,63,66,60
715,C. Lucchetti,42,Atlético Tucumán,71,71,183,Argentina,GK,72,69,76,70,43,69
716,M. Vuoso,34,Club Atlético Talleres,69,69,178,Mexico,ST,48,70,58,64,33,76
717,I. Vázquez,37,FC Juárez,68,68,178,Mexico,GK,66,65,68,70,43,67
718,H. Herrera,30,Atlético Madrid,81,81,185,Mexico,CM,71,75,75,76,78,83
719,F. Ribéry,37,Fiorentina,81,81,170,France,CAM,74,74,82,86,30,53
720,I. Sissoko,28,BB Erzurumspor,72,72,178,Ivory Coast,RM,79,60,68,78,27,63
721,A. Granqvist,35,Helsingborgs IF,72,72,193,Sweden,CB,33,56,57,53,74,73
722,M. Flamini,34,Getafe CF,75,75,178,France,CB,51,65,70,64,76,70
725,D. Pratley,35,Charlton Athletic,65,65,185,England,CB,51,61,62,65,67,78
726,C. Berra,34,Heart of Midlothian,68,68,190,Scotland,CB,33,35,34,42,70,76
727,G. Sardo,37,Chievo Verona,66,66,190,Italy,CB,34,61,60,55,75,75
728,A. Nocerino,33,Benevento,71,71,175,Italy,CDM,55,67,70,69,65,70
730,J. Russell,35,Sligo Rovers,52,52,173,Republic of Ireland,CM,36,48,55,52,51,46
731,R. Babel,33,Galatasaray SK,77,77,185,Netherlands,ST,81,79,71,79,40,74
732,T. Vermaelen,34,Belgium,75,75,183,Belgium,CB,59,59,68,60,77,69
733,S. Marveaux,34,FC Lorient,67,67,173,France,CAM,58,68,70,70,51,61
734,M. Sissoko,33,FC Sochaux-Montbéliard,68,68,190,Mali,CB,49,59,63,64,68,67
735,C. Giménez,37,Pachuca,69,69,175,Mexico,CAM,40,72,71,69,43,63
736,Pedro López,36,SD Huesca,72,72,175,Spain,RB,66,60,68,69,73,65
737,Raúl Albiol,34,Villarreal CF,82,82,188,Spain,CB,45,41,62,63,86,75
738,J. Valdivia,36,Mazatlán FC,72,72,173,Chile,CAM,51,65,75,76,40,57
739,A. Song,31,FC Sion,70,70,185,Cameroon,CDM,64,55,66,67,69,67
740,M. Stoppelkamp,33,MSV Duisburg,69,69,180,Germany,RM,67,67,64,71,50,68
741,D. Mesbah,32,FC Lausanne-Sport,73,73,178,Algeria,LB,77,57,66,70,68,68
742,N. Kranjčar,32,Rangers FC,68,68,185,Croatia,CAM,54,67,75,70,37,56
743,S. Dann,33,Crystal Palace,73,73,188,England,CB,32,40,48,47,76,64
744,L. Ciman,34,Toronto FC,69,69,183,Belgium,CB,51,57,68,62,69,68
745,U. Hünemeier,34,SC Paderborn 07,68,68,188,Germany,CB,36,47,60,55,70,66
746,B. Berisha,34,Western United FC,68,68,183,Kosovo,ST,54,67,58,63,30,78
747,M. Russ,33,Eintracht Frankfurt,72,72,190,Germany,CB,32,47,52,41,72,67
748,A. Jaakkola,33,Bristol Rovers,67,67,193,Finland,GK,68,64,59,70,59,68
749,S. Carson,34,Manchester City,70,70,190,England,GK,69,70,69,68,35,71
750,Q. Westberg,34,Toronto FC,69,69,185,United States,GK,68,65,65,69,45,70
751,Leandro Domingues,36,Yokohama FC,65,65,173,Brazil,CAM,62,66,66,66,58,63
752,Manuel Fernandes,32,Lokomotiv Moscow,79,79,175,Portugal,CAM,79,75,77,82,66,71
753,L. Messi,33,FC Barcelona,93,93,170,Argentina,RW,85,92,91,95,38,65
754,B. Costil,32,FC Girondins de Bordeaux,79,79,188,France,GK,78,77,77,80,49,78
755,J. Farfán,34,Lokomotiv Moscow,77,77,178,Peru,RM,84,74,75,75,36,75
756,A. Hunt,33,Hamburger SV,73,73,183,Germany,CAM,61,72,73,76,47,59
757,Salva Sevilla,36,RCD Mallorca,74,74,178,Spain,CM,43,70,80,71,48,60
758,M. Sonnleitner,33,SK Rapid Wien,67,67,183,Austria,CB,68,36,50,51,67,71
759,Juanma,37,CF Fuenlabrada,70,70,185,Spain,CB,63,50,58,45,70,78
760,S. Kalou,33,Hertha BSC,76,76,185,Ivory Coast,CF,62,75,71,84,41,58
761,Zheng Zhi,39,Guangzhou Evergrande Taobao FC,68,68,180,China PR,CDM,38,64,67,66,68,61
762,Gao Lin,34,Shenzhen FC,67,67,185,China PR,ST,66,66,66,64,51,76
764,M. González,31,Colo-Colo,73,73,175,Chile,LM,83,74,69,74,32,64
765,F. Evacuo,36,Trapani,66,66,188,Italy,ST,43,69,56,54,37,71
766,I. Afellay,33,PSV,74,74,180,Netherlands,CAM,66,69,75,77,54,56
767,N. Asare,33,KAA Gent,71,71,173,Ghana,LB,68,56,69,71,72,65
768,K. Reichel,33,VfL Osnabrück,69,69,185,Germany,LB,64,67,65,64,68,72
769,Gelson Fernandes,32,Eintracht Frankfurt,76,76,178,Switzerland,CDM,59,56,67,65,76,80
770,K. Jones,32,Atlanta United,66,66,188,Trinidad &amp; Tobago,ST,51,67,49,58,35,72
771,O. Peralta,36,Guadalajara,69,69,178,Mexico,ST,63,69,62,67,41,67
772,Dante,36,OGC Nice,76,76,188,Brazil,CB,33,51,67,62,78,75
773,M. Debuchy B,34,AS Saint-Étienne,78,78,175,France,RB,67,67,73,74,77,72
774,P. Tschauner,34,RB Leipzig,72,72,196,Germany,GK,71,70,66,73,42,71
775,W. Janssen,33,FC Utrecht,73,73,185,Netherlands,CB,39,63,68,66,73,75
777,G. İnler,35,Medipol Başakşehir FK,73,73,183,Switzerland,CDM,41,66,72,69,72,67
779,J. Beausejour,35,Universidad de Chile,72,72,178,Chile,LB,84,60,67,73,68,79
780,C. Gentner,34,1. FC Union Berlin,74,74,188,Germany,CM,33,73,73,67,75,74
781,D. Fox,34,Wigan Athletic,67,67,183,Scotland,CB,38,48,63,62,67,66
782,P. Schwegler,33,Western Sydney Wanderers,74,74,178,Switzerland,CDM,39,67,73,71,73,66
783,P. Andersson,31,Hammarby IF,71,71,180,Sweden,CAM,77,66,71,72,63,71
784,Léo Matos,34,PAOK,75,75,183,Brazil,RB,78,68,71,74,72,75
785,J. Barroso,35,Colo-Colo,71,71,175,Argentina,CB,64,47,58,55,72,75
786,L. Biglia,34,Fatih Karagümrük S.K.,77,77,178,Argentina,CDM,51,63,78,77,75,64
787,S. Taylor,34,Wellington Phoenix,70,70,188,England,CB,36,34,59,45,70,77
788,J. Pitroipa,34,Paris FC,66,66,175,Burkina Faso,RW,70,62,63,71,34,47
789,E. Lavezzi,34,Hebei China Fortune FC,80,80,173,Argentina,CAM,80,78,78,83,38,70
790,J. Olivera,38,River Plate Montevideo,69,69,190,Uruguay,ST,54,71,60,65,39,62
791,C. Bryson,33,St. Johnstone FC,67,67,170,Scotland,CM,54,66,65,68,63,64
792,B. Gomis,34,Al Hilal,80,80,183,France,ST,67,82,67,76,36,74
793,L. Perrin,33,AS Saint-Étienne,78,78,180,France,CB,49,56,67,65,79,74
795,Jurado,34,Cádiz CF,70,70,173,Spain,CAM,59,70,73,71,30,53
796,A. Romao,36,En Avant de Guingamp,77,77,180,Togo,CDM,51,55,67,69,76,81
797,R. Nurse,36,Pachuca,64,64,188,Panama,ST,50,66,58,57,29,67
798,G. Rodríguez,34,Puebla FC,68,68,180,Mexico,LB,60,49,65,62,67,73
799,M. Krohn-Dehli,35,Deportivo de La Coruña,73,73,170,Denmark,CM,64,69,75,72,65,64
800,F. Quagliarella,37,Sampdoria,80,80,180,Italy,CF,64,85,75,80,30,63
801,R. Montolivo,33,Milan,78,78,180,Italy,CM,51,64,82,80,73,64
802,E. Hoffer,33,FC Admira Wacker Mödling,64,64,178,Austria,RW,70,62,58,67,26,60
803,Muriqui,34,Shijiazhuang Ever Bright F.C.,73,73,170,Brazil,RM,88,71,66,77,43,64
805,Abraham González,33,Tiburones Rojos de Veracruz,66,66,178,Spain,CM,57,65,71,62,60,65
806,D. Delaney,36,Waterford FC,62,62,190,Republic of Ireland,CB,30,35,40,37,62,62
807,Oriol Riera,32,CF Fuenlabrada,67,67,183,Spain,ST,64,67,58,62,39,71
809,S. Wiseman B,33,Salford City,62,62,183,Gibraltar,RB,69,36,53,57,59,72
810,Élton,34,Al Wehda,67,67,157,Brazil,LM,70,66,68,72,34,45
811,N. Meriz,33,CD Everton de Viña del Mar,67,67,178,Chile,CF,62,66,60,68,35,53
812,B. Watson,34,Charlton Athletic,70,70,180,England,CDM,41,65,69,64,68,67
813,S. Togwell,31,Barnet,61,61,180,England,CDM,56,48,53,51,58,73
814,E. Galekovic,37,Melbourne City FC,66,66,188,Australia,GK,65,65,64,64,37,67
815,D. Abraham,33,Eintracht Frankfurt,76,76,188,Argentina,CB,74,55,59,52,77,77
817,J. Ménez,32,Paris FC,70,70,183,France,CAM,67,67,68,73,32,47
819,M. Matip,32,FC Ingolstadt 04,70,70,185,Cameroon,CB,68,46,53,53,70,74
820,H. Ben Arfa,33,Real Valladolid CF,75,75,178,France,CAM,70,74,74,80,31,63
821,S. Viera,37,Junior FC,73,73,183,Uruguay,GK,71,70,72,75,39,73
822,V. Montaño,32,Once Caldas,66,66,180,Colombia,ST,66,66,64,65,44,68
823,J. Rivas,33,Tiburones Rojos de Veracruz,67,67,188,Mexico,CB,36,48,51,43,63,78
824,Javi García,33,Boavista FC,75,75,188,Spain,CB,48,61,66,66,74,81
825,Agirretxe,30,Real Sociedad,74,74,188,Spain,ST,46,73,61,71,47,67
826,V. Behrami,35,Genoa,75,75,185,Switzerland,CDM,59,64,71,71,74,74
827,F. Klein B,33,FK Austria Wien,69,69,183,Austria,RB,70,59,66,68,65,71
828,M. Boselli,33,Club León,76,76,185,Argentina,ST,55,76,64,69,39,75
829,Borja Valero,35,Fiorentina,77,77,175,Spain,CM,42,69,84,81,66,57
830,A. Konko,32,Atalanta,74,74,183,France,RB,75,59,70,72,72,73
831,Zapater,35,Real Zaragoza,66,66,180,Spain,CDM,49,64,68,61,66,68
832,D. Ousted,35,Hammarby IF,67,67,193,Denmark,GK,66,67,66,65,37,68
833,L. Chambers,34,Ipswich Town,66,66,185,England,CB,52,26,51,50,66,78
834,F. Amorebieta,33,Independiente,73,73,190,Venezuela,CB,29,48,57,49,69,86
835,Llorente,35,Napoli,75,75,193,Spain,ST,31,76,61,66,33,68
837,S. Bolat,31,KAA Gent,75,75,185,Turkey,GK,71,78,79,75,43,74
838,A. Baumjohann,33,Sydney FC,69,69,178,Germany,CAM,66,63,68,73,36,54
839,M. Dembélé,32,Guangzhou R&F FC,80,80,185,Belgium,CM,73,68,77,87,73,79
840,R. Cierzniak,37,Legia Warszawa,65,65,188,Poland,GK,64,64,61,63,39,66
841,A. Mierzejewski,33,Chongqing Dangdai Lifan FC SWM Team,75,75,175,Poland,CAM,72,74,73,77,47,74
842,D. Padelli,34,Inter,73,73,190,Italy,GK,72,72,63,70,44,76
843,L. Ridgewell,34,Southend United,64,64,188,England,CB,46,46,56,56,62,69
844,R. Pasveer,36,Vitesse,73,73,188,Netherlands,GK,73,70,83,72,45,74
845,K. El Ahmadi,35,Al Ittihad,74,74,180,Morocco,CDM,60,61,68,72,70,77
846,João Moutinho,33,Wolverhampton Wanderers,83,83,170,Portugal,CM,56,75,86,83,72,66
847,H. Drost,32,RKC Waalwijk,64,64,183,Netherlands,CB,33,39,45,48,63,69
848,V. Ibišević,35,FC Schalke 04,75,75,188,Bosnia Herzegovina,ST,50,76,67,71,43,71
849,G. Rossi,33,Real Salt Lake,73,73,173,Italy,CF,74,75,70,79,25,38
850,S. Cuthbert,33,Stevenage,64,64,188,Scotland,CB,49,32,48,46,62,77
851,S. Handanovič,35,Inter,88,88,193,Slovenia,GK,88,85,73,89,53,89
852,J. Spector,32,Orlando City SC,71,71,183,United States,CB,62,53,61,62,70,73
853,J. Djourou,32,FC Sion,71,71,190,Switzerland,CB,64,36,49,39,71,72
854,Cesc Fàbregas,33,AS Monaco,75,75,178,Spain,CM,42,67,80,74,59,56
855,M. Sadler,35,Walsall,63,63,180,England,CB,53,40,54,56,62,71
