,Name,Age,Club,OVA,POT,Height,Weight,Nationality,BP,PAC,SHO,PAS,DRI,DEF,PHY,Wage,Value
4867,M. Ginter,26,Borussia Mönchengladbach,82,83,190,190,Germany,CB,61,58,70,65,85,78,48,23000
4959,E. Can,26,Borussia Dortmund,82,84,185,190,Germany,CB,74,78,79,80,83,87,72,26500
4971,Y. Carrasco,26,Atlético Madrid,82,82,180,159,Belgium,LM,91,81,75,84,36,65,67,24000
5043,Q. Promes,28,Ajax,82,82,175,159,Netherlands,CAM,89,80,79,82,46,71,26,22500
5202,Pacheco,28,Deportivo Alavés,82,84,185,179,Spain,GK,81,79,71,84,45,83,28,19500
5343,M. Halstenberg,28,RB Leipzig,82,82,188,192,Germany,LB,66,66,73,72,81,80,64,19000
5719,Anderson Talisca,26,Guangzhou Evergrande Taobao FC,82,85,190,176,Brazil,CAM,80,82,81,83,54,75,36,27500
6155,A. Correa,25,Atlético Madrid,82,85,170,154,Argentina,CAM,84,80,75,87,54,70,65,28000
6226,G. Rulli,28,Villarreal CF,82,85,188,185,Argentina,GK,85,78,77,88,54,78,35,20000
6306,M. Maignan,24,LOSC Lille,82,86,190,201,France,GK,80,80,82,83,46,82,31,21500
6411,A. Kramaric,29,TSG 1899 Hoffenheim,82,82,178,161,Croatia,ST,71,85,73,85,30,71,56,22000
6563,D. Djené,28,Getafe CF,82,83,178,159,Togo,CB,72,37,62,61,84,80,39,21500
6917,L. Hernández,24,FC Bayern München,82,87,183,168,France,CB,77,54,70,71,83,79,70,26500
6923,Marco Asensio,24,Real Madrid,82,86,183,168,Spain,CAM,79,80,81,83,43,61,160,29000
7282,Malcom,21,FC Barcelona,82,89,173,163,Brazil,CAM,84,79,79,85,27,64,140,31000
7467,R. Gosens,25,Atalanta,82,82,183,168,Germany,LM,83,74,78,77,77,80,68,24000
7527,David Soria,27,Getafe CF,82,84,193,187,Spain,GK,83,81,72,84,41,81,30,18500
7617,Rúben Neves,23,Wolverhampton Wanderers,82,87,180,176,Portugal,CM,61,75,84,77,71,73,89,29000
7853,K. Laimer,23,RB Leipzig,82,86,180,159,Austria,CDM,85,68,78,78,80,77,53,26000
8048,N. Pépé,25,Arsenal,82,85,183,161,Ivory Coast,LM,89,78,75,84,33,66,98,28000
8057,Marcos Llorente,25,Atlético Madrid,82,85,183,163,Spain,CM,84,74,79,81,78,82,65,27500
8073,G. Lo Celso,24,Tottenham Hotspur,82,87,178,150,Argentina,CAM,77,77,82,85,65,73,95,29000
8083,Fabián,24,Napoli,82,88,188,154,Spain,CM,63,78,78,83,74,68,70,30000
8865,Raphaelito Anjos,32,Grêmio,82,82,190,187,Brazil,GK,79,84,77,78,42,83,32,13500
8963,Josué Chiamulera,28,Grêmio,82,82,185,176,Brazil,CB,78,43,56,64,85,79,41,19500
10577,J. Pavlenka,28,SV Werder Bremen,82,83,196,179,Czech Republic,GK,84,76,68,87,36,76,32,18500
13324,Reguilón,23,Tottenham Hotspur,82,89,178,150,Spain,LB,85,55,73,78,78,70,85,27500
5,Iniesta,36,Vissel Kobe,81,81,170,150,Spain,CAM,58,70,85,85,63,59,12,5500
102,S. Eto'o,36,Atiker Konyaspor,81,81,178,165,Cameroon,ST,74,82,74,78,37,70,20,6500
123,S. Gerrard,36,LA Galaxy,81,81,183,183,England,CM,54,81,83,75,67,75,10,1400
171,D. Drogba,38,,81,81,188,176,Ivory Coast,ST,64,82,67,74,36,78,0,0
214,P. Cech,36,Arsenal,81,81,196,198,Czech Republic,GK,77,82,68,79,37,83,60,2400
305,Aduriz,38,Athletic Club de Bilbao,81,81,183,172,Spain,ST,59,81,65,73,49,75,27,6500
335,J. Mathieu,35,Sporting CP,81,81,188,185,France,CB,68,65,71,62,83,81,13,5500
360,Pepe,37,Portugal,81,81,188,179,Portugal,CB,66,51,60,60,82,85,13,3600
582,Gabi,33,Atlético Madrid,81,81,180,163,Spain,CM,64,73,79,76,75,73,60,10500
665,A. Gignac,34,Tigres U.A.N.L.,81,81,188,196,France,ST,67,83,74,74,43,83,66,9500
718,H. Herrera,30,Atlético Madrid,81,81,185,176,Mexico,CM,71,75,75,76,78,83,62,16500
719,F. Ribéry,37,Fiorentina,81,81,170,159,France,CAM,74,74,82,86,30,53,54,6500
882,A. Consigli,33,Sassuolo,81,81,188,181,Italy,GK,81,82,72,83,40,80,32,9500
935,L. Fabianski,35,West Ham United,81,81,190,183,Poland,GK,80,82,70,82,48,81,26,4800
1022,S. Ruffier,33,AS Saint-Étienne,81,81,188,205,France,GK,80,81,74,81,48,82,32,9500
1189,M. Hamšík,32,Dalian YiFang FC,81,81,183,161,Slovakia,CM,70,77,82,81,72,72,25,13500
1264,D. Astori,30,Fiorentina,81,81,188,176,Italy,CB,68,36,53,60,84,77,70,13000
1274,S. Mignolet,32,Club Brugge KV,81,81,193,192,Belgium,GK,80,75,76,82,51,84,26,11000
1280,Marcano,33,FC Porto,81,81,188,170,Spain,CB,65,46,60,59,84,76,18,8500
1448,S. Bender,31,Bayer 04 Leverkusen,81,81,185,179,Germany,CB,66,52,63,60,84,77,66,13000
1474,Javi Martínez,31,FC Bayern München,81,81,193,190,Spain,CB,37,55,69,63,84,80,76,13500
1478,B. Trémoulinas,30,Sevilla FC,81,81,173,143,France,LB,82,64,78,78,77,71,20,11500
1616,S. Khedira,33,Juventus,81,81,188,198,Germany,CM,45,74,77,77,79,78,87,10500
1856,M. Kruse,32,1. FC Union Berlin,81,81,180,168,Germany,CAM,66,81,81,82,45,70,42,14000
2204,Marlos,32,Shakhtar Donetsk,81,81,175,168,Ukraine,RM,80,78,78,86,47,69,0.5,14000
2313,Taison,32,Shakhtar Donetsk,81,81,173,165,Brazil,LM,92,78,75,86,47,67,0.5,14000
2666,E. Salvio,29,Boca Juniors,81,81,173,150,Argentina,RM,86,76,73,84,58,69,26,17500
2834,Marcos Alonso,29,Chelsea,81,81,188,187,Spain,LB,65,75,78,77,77,79,96,14500
2890,J. Cuadrado,32,Juventus,81,81,178,159,Colombia,RW,89,72,78,88,72,64,79,11000
2934,T. Delaney,28,Borussia Dortmund,81,81,183,174,Denmark,CB,77,73,73,74,82,82,63,16000
2947,X. Shaqiri,28,Liverpool,81,81,170,159,Switzerland,RM,78,77,80,83,46,67,105,18000
3158,K. Kampl,29,RB Leipzig,81,81,178,146,Slovenia,CM,69,67,80,85,63,62,65,17000
3243,S. Coates,29,Sporting CP,81,81,196,203,Uruguay,CB,59,43,54,61,83,86,19,15000
3317,Jonathan Viera,30,Beijing Sinobo Guoan FC,81,81,170,148,Spain,CAM,81,75,81,82,63,69,28,17000
3430,Pablo Sarabia,28,Paris Saint-Germain,81,81,175,154,Spain,RW,73,76,82,83,57,57,100,18000
3531,Jordi Masip,31,Real Valladolid CF,81,81,180,150,Spain,GK,82,82,72,84,65,77,21,11500
3613,J. Cillessen,31,Valencia CF,81,81,185,183,Netherlands,GK,81,80,77,79,53,80,33,11500
3647,S. Berghuis,28,Feyenoord,81,81,183,165,Netherlands,CAM,80,80,83,82,36,64,23,18000
3680,Paco Alcácer,26,Villarreal CF,81,82,175,159,Spain,ST,78,84,67,80,35,62,45,21000
3701,K. Volland,27,AS Monaco,81,81,178,187,Germany,ST,73,84,79,79,41,84,68,19000
3796,Ismaily,30,Shakhtar Donetsk,81,81,178,190,Brazil,LB,82,64,74,81,75,75,0.5,14000
3851,M. Doherty,28,Tottenham Hotspur,81,81,183,192,Republic of Ireland,RWB,72,64,73,75,76,79,96,15000
3931,Felipe Anderson,27,West Ham United,81,81,175,154,Brazil,LM,89,75,78,86,55,60,53,18500
4001,T. Meunier,28,Borussia Dortmund,81,81,190,181,Belgium,RB,77,73,76,74,77,84,63,15000
4049,Suso,26,Sevilla FC,81,81,175,154,Spain,CAM,76,75,82,86,33,53,39,19000
4200,A. Florenzi,29,Paris Saint-Germain,81,81,173,148,Italy,RB,81,77,76,79,77,73,84,14500
4318,S. Arias,28,Bayer 04 Leverkusen,81,81,178,159,Colombia,RB,81,53,70,76,77,78,69,15000
4352,E. Zahavi,32,PSV,81,81,183,157,Israel,ST,79,82,75,83,39,73,27,14000
4400,S. Savic,29,Atlético Madrid,81,82,188,179,Montenegro,CB,61,35,54,56,84,72,60,17000
4450,B. Mendy,25,Manchester City,81,84,185,187,France,LWB,80,54,77,77,77,77,115,19500
4459,J. Pickford,26,Everton,81,84,185,170,England,GK,81,77,87,85,48,77,70,16000
4491,A. Milik,26,Napoli,81,84,185,172,Poland,ST,68,85,64,76,39,73,80,22500
4545,A. Rüdiger,27,Chelsea,81,83,190,187,Germany,CB,70,43,67,63,82,80,92,18500
4599,A. Cragno,26,Cagliari,81,85,183,172,Italy,GK,84,78,69,88,39,76,32,16500
4606,S. Haller,26,West Ham United,81,83,190,181,France,ST,70,80,62,75,51,82,58,22000
4619,E. Andrada,29,Argentina,81,82,193,183,Argentina,GK,77,79,82,83,44,82,19,14500
4649,L. Shaw,24,Manchester United,81,83,180,165,England,LB,78,53,74,78,80,78,97,19000
4873,J. Martínez,27,Atlanta United,81,82,170,152,Venezuela,ST,89,80,61,79,25,75,14,21000
4982,M. de Roon,29,Atalanta,81,81,185,168,Netherlands,CDM,64,68,72,72,82,80,62,15000
5101,Fred,27,Manchester United,81,83,170,137,Brazil,CM,79,71,79,83,75,70,115,19000
5215,A. Rabiot,25,Juventus,81,82,193,176,France,CM,72,74,78,79,77,79,83,21000
5305,Jonny,26,Wolverhampton Wanderers,81,84,170,154,Spain,LWB,77,53,71,76,79,70,86,19500
5513,M. Dembélé,23,Olympique Lyonnais,81,85,183,163,France,ST,81,79,62,76,30,83,71,23500
5583,O. Vlachodimos,26,Greece,81,86,188,170,Greece,GK,84,76,67,86,43,77,14,17500
5776,Gabriel Barbosa,22,Inter,81,85,178,150,Brazil,CF,78,80,70,83,32,67,70,23500
5905,T. Lemar,24,Atlético Madrid,81,85,170,137,France,CAM,80,76,81,84,59,62,54,23000
6211,W. Benítez,27,OGC Nice,81,84,190,205,Argentina,GK,80,79,77,83,48,80,35,15500
6230,J. Correa,25,Lazio,81,84,188,170,Argentina,CAM,84,75,77,86,39,69,73,22500
6344,I. Fernández,30,River Plate,81,81,183,154,Argentina,CM,76,78,81,82,70,74,24,16500
6367,Capa,28,Athletic Club de Bilbao,81,81,175,165,Spain,RB,83,65,77,79,75,88,31,15000
6372,Iñaki Williams,26,Athletic Club de Bilbao,81,84,185,174,Spain,ST,94,79,72,78,39,81,35,22500
6423,Y. Tielemans,23,Leicester City,81,85,175,159,Belgium,CM,64,78,82,79,69,71,82,23000
6426,M. Politano,26,Napoli,81,81,170,148,Italy,RM,83,77,78,84,42,55,74,19000
6897,J. Maddison,23,Leicester City,81,85,175,161,England,CAM,75,76,84,82,54,58,82,23000
6915,D. Sánchez,24,Tottenham Hotspur,81,84,188,174,Colombia,CB,74,45,56,65,82,81,79,20000
6954,N. Keïta,25,Liverpool,81,85,173,141,Guinea,CAM,71,73,76,87,65,66,96,22500
7278,Everton,24,SL Benfica,81,86,175,159,Brazil,CAM,86,75,73,85,32,60,17,24000
7464,W. Weghorst,27,VfL Wolfsburg,81,81,198,185,Netherlands,ST,65,82,59,69,39,85,62,19000
7529,L. Torreira,24,Arsenal,81,85,168,143,Uruguay,CDM,74,67,75,79,79,74,74,21000
7654,Gonçalo Guedes,23,Valencia CF,81,87,178,150,Portugal,LM,87,79,76,81,36,69,39,24500
7986,P. Kimpembe,24,Paris Saint-Germain,81,85,188,176,France,CB,73,39,67,67,82,84,69,21000
8196,B. Pavard,24,FC Bayern München,81,85,185,168,France,CB,69,53,73,71,81,76,65,20500
8228,M. Dmitrovic,28,SD Eibar,81,82,193,207,Serbia,GK,78,80,79,82,37,81,30,15000
8295,C. Pulisic,21,Chelsea,81,87,178,152,United States,RM,89,70,72,85,37,59,83,24500
8822,B. Chilwell,23,Chelsea,81,85,178,170,England,LB,76,52,74,78,77,75,79,20500
8895,Juiano Mestres,24,Brazil,81,81,180,181,Brazil,CB,71,61,57,62,82,80,0,0
8913,Adryan Zonta,28,Brazil,81,81,173,150,Brazil,LWB,93,66,75,76,72,77,48,15000
8914,Rosberto Dourado,20,Atlético Mineiro,81,81,175,154,Brazil,CDM,77,57,74,76,82,68,31,17500
8930,Louri Beretta,28,Atlético Mineiro,81,81,188,183,Brazil,ST,78,84,62,72,33,71,53,18500
8951,Welington Dano,20,Brazil,81,81,178,152,Brazil,LB,79,54,76,78,75,74,0,0
8969,Nuno Padrenda,24,Brazil,81,81,180,165,Brazil,CAM,82,73,77,82,52,70,43,19500
8991,Oswaldinato,28,Brazil,81,81,183,174,Brazil,ST,76,81,67,77,20,78,56,18500
9371,Richarlison,23,Everton,81,88,180,157,Brazil,ST,83,78,72,81,50,80,90,25500
9732,Raphinha,23,Stade Rennais FC,81,85,175,150,Brazil,LM,91,75,74,83,49,71,50,23000
9976,A. Davies,19,FC Bayern München,81,89,180,159,Canada,LB,96,67,69,83,76,76,40,22500
10113,H. Aouar,22,Olympique Lyonnais,81,89,175,154,France,CAM,76,75,80,84,66,69,65,26000
10243,M. Lazzari,26,Lazio,81,82,175,148,Italy,RM,89,62,77,82,54,63,70,21000
10649,T. Soucek,25,West Ham United,81,86,193,190,Czech Republic,CDM,65,69,73,73,80,83,46,21500
11330,Cucurella,21,Getafe CF,81,89,173,146,Spain,LM,81,67,78,80,73,74,28,26500
11498,Rúben Dias,23,Manchester City,81,87,188,181,Portugal,CB,65,38,54,59,83,84,105,22000
12023,Ferran Torres,20,Manchester City,81,89,183,170,Spain,RM,82,76,78,80,34,64,97,26500
12143,M. Diaby,20,Bayer 04 Leverkusen,81,88,170,148,France,LM,93,66,74,85,43,53,54,25000
12362,João Félix,20,Atlético Madrid,81,93,180,154,Portugal,CAM,81,81,74,83,40,69,51,32000
14657,Renan Lodi,22,Atlético Madrid,81,87,173,150,Brazil,LB,84,67,76,81,75,75,49,21500
13,R. Keane,35,LA Galaxy,80,80,175,161,Republic of Ireland,CF,68,82,75,82,31,69,10,5500
33,F. Totti,39,Roma,80,80,180,181,Italy,CAM,38,84,87,81,21,67,60,1500
100,A. Robben,36,FC Groningen,80,80,180,176,Netherlands,CAM,74,82,78,86,30,57,12,5000
139,Y. Touré,35,Olympiacos CFP,80,80,190,203,Ivory Coast,CM,54,79,79,77,67,77,2,6000
192,Joaquín,38,Real Betis,80,80,178,165,Spain,CAM,69,79,83,80,44,57,22,5000
212,Júlio César,37,SL Benfica,80,80,185,174,Brazil,GK,83,77,62,81,41,77,9,1000
223,T. Motta,34,Paris Saint-Germain,80,80,188,181,Italy,CDM,29,62,76,67,76,80,80,4500
269,P. Mertesacker,32,Arsenal,80,80,198,198,Germany,CB,26,41,55,47,84,69,110,8500
395,Jefferson,33,Brazil,80,80,188,198,Brazil,GK,78,79,71,82,43,78,0,0
443,J. Milner,34,Liverpool,80,80,175,154,England,CDM,58,70,82,77,77,77,94,7000
445,Kaká,35,,80,80,185,183,Brazil,CAM,62,76,79,78,30,58,0,0
467,Nani,33,Orlando City SC,80,80,178,154,Portugal,LW,72,76,79,85,37,67,13,9000
568,Xabi Prieto,33,Real Sociedad,80,80,188,168,Spain,CM,48,75,84,75,46,60,40,8500
579,Juanfran,33,Atlético Madrid,80,80,180,157,Spain,RB,79,58,74,76,76,76,50,5500
591,I. Akinfeev,34,PFC CSKA Moscow,80,80,185,172,Russia,GK,77,72,78,84,50,82,40,6500
789,E. Lavezzi,34,Hebei China Fortune FC,80,80,173,165,Argentina,CAM,80,78,78,83,38,70,20,8000
792,B. Gomis,34,Al Hilal,80,80,183,170,France,ST,67,82,67,76,36,74,53,8000
800,F. Quagliarella,37,Sampdoria,80,80,180,174,Italy,CF,64,85,75,80,30,63,22,5500
839,M. Dembélé,32,Guangzhou R&F FC,80,80,185,187,Belgium,CM,73,68,77,87,73,79,22,11000
1004,Falcao,34,Galatasaray SK,80,80,178,159,Colombia,ST,64,80,69,76,43,69,81,8000
1058,Miranda,35,Jiangsu Suning FC,80,80,185,176,Brazil,CB,65,49,66,69,81,77,18,4500
1107,J. Evans,32,Leicester City,80,80,188,170,Northern Ireland,CB,57,32,61,54,82,75,80,9500
1144,E. Lamela,28,Tottenham Hotspur,80,80,183,176,Argentina,RM,75,78,80,83,55,71,98,15000
1180,Raúl García,33,Athletic Club de Bilbao,80,80,183,183,Spain,CM,46,83,81,78,72,83,33,9500
1223,D. Wass,31,Valencia CF,80,80,180,163,Denmark,RB,75,77,80,77,77,76,38,10500
1272,S. Romero,33,Manchester United,80,80,193,190,Argentina,GK,78,76,81,83,45,79,85,8000
1298,L. Piszczek,35,Borussia Dortmund,80,80,183,174,Poland,CB,72,68,74,72,81,78,41,4500
1470,Beñat,32,Athletic Club de Bilbao,80,80,178,168,Spain,CM,52,72,83,74,67,71,30,11000
1471,Nacho Monreal,34,Real Sociedad,80,80,180,170,Spain,LB,67,61,72,74,80,68,32,5000
1514,Adán,33,Sporting CP,80,80,190,203,Spain,GK,77,80,78,80,55,79,13,8000
1542,B. Ivanovic,36,West Bromwich Albion,80,80,185,201,Serbia,CB,62,61,68,61,81,83,61,3000
1595,S. Kjær,31,Milan,80,80,190,181,Denmark,CB,61,55,64,55,81,75,43,11000
1615,Diego Costa,31,Atlético Madrid,80,80,188,183,Spain,ST,73,79,65,74,48,86,63,13500
1626,David Luiz,33,Arsenal,80,80,188,190,Brazil,CB,60,65,74,71,79,77,80,7000
1632,Alexandre Pato,28,Tianjin Quanjian FC,80,80,180,179,Brazil,CF,85,77,69,80,32,69,30,15500
1960,S. Giovinco,33,Al Hilal,80,80,163,134,Italy,CAM,80,77,78,86,27,56,49,9000
2009,A. Sánchez,31,Inter,80,80,168,137,Chile,LW,79,78,77,85,44,70,105,13000
2010,Giuliano,30,Al Nassr,80,80,173,150,Brazil,CAM,79,76,77,81,46,75,49,14000
2011,Ramires,31,Jiangsu Suning FC,80,80,178,152,Brazil,CDM,81,68,73,79,77,74,30,10000
2033,Luiz Gustavo,32,Fenerbahçe SK,80,80,188,172,Brazil,CDM,57,60,69,69,78,82,68,9500
2159,L. Stindl,31,Borussia Mönchengladbach,80,80,180,176,Germany,CAM,59,82,78,79,59,72,45,13000
2316,N. Nkoulou,30,Torino,80,80,183,170,Cameroon,CB,70,44,64,70,82,73,48,12000
2358,G. Bonaventura,30,Fiorentina,80,80,180,165,Italy,CM,72,77,82,82,72,67,61,13500
2389,F. Coquelin,29,Villarreal CF,80,80,175,163,France,CDM,71,67,76,80,79,81,41,14000
2406,Hulk,33,Shanghai SIPG FC,80,80,180,187,Brazil,LW,80,82,77,81,46,86,20,9000
2431,Pedro,32,Roma,80,80,170,148,Spain,RW,73,76,76,81,43,50,0.5,11500
2466,Guaita,33,Crystal Palace,80,80,190,176,Spain,GK,81,80,77,82,52,78,48,8000
2483,L. de Jong,29,Sevilla FC,80,80,188,190,Netherlands,ST,55,78,70,69,50,76,38,15000
2583,A. Ljajic,28,Besiktas JK,80,80,183,163,Serbia,CAM,78,75,80,84,37,61,77,15000
2597,Illarramendi,30,Real Sociedad,80,80,178,163,Spain,CDM,52,71,78,78,77,69,32,12000
2616,B. André,29,LOSC Lille,80,80,180,163,France,CDM,68,64,74,75,79,84,42,12500
2698,N. Matic,31,Manchester United,80,80,193,183,Serbia,CDM,44,68,76,73,80,77,105,11000
2735,Ricardo Goulart,29,Hebei China Fortune FC,80,80,180,176,China PR,CF,81,78,77,79,41,70,23,15000
2768,M. Götze,27,Borussia Dortmund,80,80,175,165,Germany,CAM,70,76,84,85,55,69,84,16000
2846,Escudero,30,Sevilla FC,80,80,175,159,Spain,LB,72,63,75,72,79,71,31,11500
2856,Mario Gaspar,29,Villarreal CF,80,80,183,163,Spain,RB,75,70,71,72,79,77,37,12000
2861,H. Mkhitaryan,31,Roma,80,80,178,165,Armenia,RM,78,75,78,83,56,64,0.5,13000
3049,André Almeida,29,SL Benfica,80,80,185,176,Portugal,RB,66,63,76,75,80,81,17,12000
3141,D. Lovren,29,Liverpool,80,80,188,185,Croatia,CB,53,40,59,62,80,78,90,12500
3144,Willian José,28,Real Sociedad,80,80,188,201,Brazil,ST,67,80,67,74,40,82,40,15500
3170,D. Ings,27,Southampton,80,80,178,161,England,ST,76,81,67,78,32,69,70,16000
3171,Y. Rakitskyi,28,Shakhtar Donetsk,80,80,185,183,Ukraine,CDM,71,68,76,71,80,83,2,12000
3186,E. Pérez,34,River Plate,80,80,178,170,Argentina,CDM,68,69,77,77,77,79,21,5500
3234,G. Krychowiak,30,Lokomotiv Moscow,80,80,188,185,Poland,CDM,68,76,72,71,76,81,53,12000
3258,S. Aurier B,27,Tottenham Hotspur,80,80,175,163,Ivory Coast,RB,76,60,73,76,77,77,86,13000
3311,Bartra,29,Real Betis,80,80,183,161,Spain,CB,72,61,72,73,80,74,29,12500
3431,C. Bakambu,29,Beijing Sinobo Guoan FC,80,80,183,163,DR Congo,ST,90,80,72,77,36,77,30,15000
3437,M. Ryan,28,Brighton & Hove Albion,80,82,183,181,Australia,GK,81,75,82,82,52,78,53,13000
3513,G. Xhaka,27,Arsenal,80,81,185,176,Switzerland,CDM,52,65,80,69,70,80,80,15000
3583,Campaña,27,Levante UD,80,81,178,154,Spain,CM,63,73,82,80,70,72,31,16500
3695,N. Schulz,27,Borussia Dortmund,80,81,180,183,Germany,LB,87,51,74,75,73,75,56,14500
3718,Nacho Fernández,30,Real Madrid,80,80,180,168,Spain,CB,78,37,66,66,80,80,135,12000
3719,B. Lecomte,29,AS Monaco,80,81,188,172,France,GK,80,78,77,81,42,80,46,12000
3907,M. Hinteregger,27,Eintracht Frankfurt,80,82,185,181,Austria,CB,71,70,65,60,81,82,33,15500
3972,J. Draxler,26,Paris Saint-Germain,80,81,188,170,Germany,CAM,75,76,80,82,55,63,82,17500
4018,Deulofeu,26,Watford,80,81,178,161,Spain,RW,88,75,75,86,30,65,25,17500
4039,J. Roussillon,27,VfL Wolfsburg,80,81,175,176,France,LB,88,65,74,80,76,76,49,14500
4060,J. Tarkowski,27,Burnley,80,81,185,179,England,CB,59,45,67,63,81,79,59,15000
4066,W. Boly,29,Wolverhampton Wanderers,80,80,196,214,France,CB,62,36,64,64,80,83,84,12500
4203,J. Stones,26,Manchester City,80,83,188,154,England,CB,68,36,69,71,82,77,110,16500
4208,P. Kaderábek,28,TSG 1899 Hoffenheim,80,80,183,179,Czech Republic,RWB,74,43,74,75,74,81,41,12500
4226,Héctor Bellerín B,25,Arsenal,80,85,178,163,Spain,RB,85,51,70,77,76,65,76,17500
4246,D. Suárez,32,Getafe CF,80,80,173,150,Uruguay,RB,75,69,74,75,78,79,32,9000
4259,S. Vrsaljko,28,Atlético Madrid,80,80,180,168,Croatia,RB,78,55,73,75,78,76,56,12500
4328,K. Zouma,25,Chelsea,80,83,190,209,France,CB,67,51,61,56,80,84,82,16500
4382,Iñigo Martínez,29,Athletic Club de Bilbao,80,81,183,170,Spain,CB,71,56,64,62,81,80,29,14000
4632,B. Davies,27,Tottenham Hotspur,80,81,183,168,Wales,LB,73,58,75,75,78,74,86,14500
4738,A. Plea,27,Borussia Mönchengladbach,80,81,180,174,France,ST,73,83,77,79,39,74,49,17500
4748,J. Grealish,24,Aston Villa,80,83,180,150,England,CAM,76,74,80,84,46,61,65,19000
4813,William Carvalho,28,Real Betis,80,80,188,174,Portugal,CDM,43,57,76,69,75,85,29,13000
4958,A. Januzaj,25,Real Sociedad,80,83,185,168,Belgium,CAM,78,75,78,83,30,58,37,18500
5008,A. Belotti,26,Torino,80,83,180,159,Italy,ST,76,81,57,77,41,81,57,18500
5013,Lucas Vázquez,29,Real Madrid,80,80,173,154,Spain,RW,81,73,78,81,58,69,165,14500
5293,P. Zielinski,26,Napoli,80,83,180,165,Poland,CAM,79,72,81,83,70,60,69,18000
5295,Otávio,25,FC Porto,80,83,173,157,Brazil,CAM,76,69,78,85,55,65,17,18500
5392,D. Berardi,25,Sassuolo,80,81,183,159,Italy,CAM,78,80,79,82,36,68,39,17500
5451,Rubén Peña,28,Villarreal CF,80,80,170,143,Spain,RB,82,71,72,81,75,69,37,12500
5470,D. Rugani,25,Juventus,80,83,190,185,Italy,CB,61,39,55,64,84,72,71,16500
5537,K. Demirbay,26,Bayer 04 Leverkusen,80,81,183,163,Germany,CAM,65,74,80,84,64,70,68,17000
5682,F. Bernardeschi,26,Juventus,80,82,185,170,Italy,CAM,80,75,80,84,60,65,81,18000
5772,João Mário,27,Inter,80,81,178,161,Portugal,CM,69,69,80,83,64,67,99,16500
5925,P. Højbjerg,24,Tottenham Hotspur,80,84,185,185,Denmark,CDM,61,70,76,75,77,80,73,17500
6085,F. Armani,33,River Plate,80,80,188,194,Argentina,GK,78,76,67,86,43,81,17,8000
6148,J. Musso,26,Udinese,80,83,190,205,Argentina,GK,82,77,74,84,44,80,17,13500
6420,A. Saint-Maximin,23,Newcastle United,80,86,173,148,France,CAM,93,70,72,88,25,63,43,20500
6699,C. Tolisso,25,FC Bayern München,80,83,180,179,France,CM,72,77,78,78,76,77,74,18500
6765,M. Vecino,28,Inter,80,80,188,179,Uruguay,CDM,65,68,77,80,78,75,94,13000
6884,Angeliño,23,RB Leipzig,80,85,175,152,Spain,CM,73,66,80,81,75,72,46,17500
7069,V. Lindelöf,25,Manchester United,80,84,188,176,Sweden,CDM,64,50,72,72,81,77,100,17000
7133,H. Lozano,24,Napoli,80,83,175,154,Mexico,CAM,93,75,71,81,41,64,66,19000
7187,L. Klostermann  B,24,RB Leipzig,80,85,188,194,Germany,CB,84,51,66,71,82,77,46,18000
7233,Dani Ceballos,23,Arsenal,80,85,178,150,Spain,CM,69,70,79,83,69,70,76,19500
7471,S. Lainer,27,Borussia Mönchengladbach,80,80,175,154,Austria,RB,80,63,70,75,73,80,41,13000
7508,V. Rongier,25,Olympique de Marseille,80,83,173,154,France,CM,61,73,76,80,75,63,45,18500
7670,Diogo Jota,23,Liverpool,80,86,178,161,Portugal,CAM,83,77,71,84,53,77,90,20500
7812,Merino,24,Real Sociedad,80,86,188,183,Spain,CAM,70,76,78,82,77,78,31,20000
8059,N. Mukiele,22,RB Leipzig,80,87,188,185,France,CB,83,42,69,72,80,77,46,18500
8206,Gelson Martins,25,AS Monaco,80,83,173,163,Portugal,RM,94,71,72,86,51,61,55,18500
8209,Álex Remiro,25,Real Sociedad,80,84,190,183,Spain,GK,83,72,78,81,43,81,25,14000
8301,O. Zinchenko,23,Manchester City,80,85,175,141,Ukraine,CM,73,66,81,80,77,69,96,17500
8354,M. Thuram,22,Borussia Mönchengladbach,80,86,193,192,France,ST,84,80,70,80,48,77,43,20500
8730,Mario Hermoso,25,Atlético Madrid,80,83,183,165,Spain,CB,75,49,72,71,80,79,51,16500
8797,L. Bailey,22,Bayer 04 Leverkusen,80,85,178,174,Jamaica,CAM,94,76,73,83,33,64,59,20000
8883,Maikel Catarino,24,Atlético Mineiro,80,80,178,165,Brazil,RB,76,51,70,78,77,70,34,14000
8885,Héniton Pires,24,Brazil,80,80,183,163,Brazil,GK,81,75,78,79,41,81,28,11500
8920,Laure Santeiro,20,Fluminense,80,80,170,139,Brazil,CAM,80,72,77,83,26,45,23,16500
8934,Tony Abranjes,32,Brazil,80,80,178,176,Brazil,CB,67,39,55,56,81,85,43,9500
9115,Unai Simón,23,Athletic Club de Bilbao,80,86,190,196,Spain,GK,81,77,68,80,47,83,18,15500
9406,C. Söyüncü,24,Leicester City,80,85,185,181,Turkey,CB,69,46,60,67,80,80,69,18000
9474,C. Nkunku,22,RB Leipzig,80,86,178,159,France,CAM,78,74,80,85,69,65,50,20500
9480,L. Jovic,22,Real Madrid,80,85,183,187,Serbia,ST,75,81,68,80,29,74,140,20000
9545,T. Hernández,22,Milan,80,85,183,181,France,LB,92,67,73,77,74,77,37,17500
